IBGE;UF;MUNICIPIO;CNES;NOME FANTASIA;RAZAO SOCIAL;CNPJ PROPRIO;CNPJ MANTENEDORA;TIPO GESTAO;LOGRADOURO;NUMERO;BAIRRO;CEP;LATITUDE;LONGITUDE
420460;SC;CRICIUMA;6700853;CLINICA MEDINA;CLINICA PSIQUIATRICA MEDINA LTDA ME;07807153000194;;M;RUA ANTONIO DE LUCCA;165;CENTRO;88811503;-28.67616;-49.36481
420460;SC;CRICIUMA;6156568;FISIOCENTER;BFS CLINICA DE FISIOTERAPIA E REABILITACAO LTDA;10333982000197;;M;RUA JOAO CECHINEL;368;PIO CORREA;88811450;-28.67800;-49.37000
420460;SC;CRICIUMA;6982107;ASSOCIACAO MONADA;ASSOCIACAO MONADA;12135594000127;;M;RUA SANTAREM;359;OPERARIA NOVA;88809010;-28.68078;-49.38485
420460;SC;CRICIUMA;6695531;CLINICA DE REABILITACAO ORAL BECKER FERNANDES;CLINICA DE REABILITACAO ORAL BECKER FERNANDES LTDA;05436600000110;;M;RUA CEL PEDRO PENEDET;488;CENTRO;88801250;-28.678;-49.37
420460;SC;CRICIUMA;6667937;CARDIODAY CLINICA CARDIOLOGIA;CARDIODAY CLINICA CARDIOLOGIA LTDA ME;11674548000133;;M;RUA ANTONIO DE LUCCA;148;PIO CORREA;88811503;-28.67616;-49.36481
420460;SC;CRICIUMA;6949118;FISIOGIN;JULIA ENGELMANN FISIOTERAPIA;15464468000104;;M;RUA ANTONIO DE LUCCA;91;PIO CORREA;88811503;-28.67800;-49.37000
420460;SC;CRICIUMA;6567274;CLINICA DE OLHOS ANTONELLI;CLINICA DE OLHOS ANTONELLI LTDA ME;10365547000225;;M;JOAO CECHINEL;368;PIO CORREA;88811500;-28.67605;-49.36315
420460;SC;CRICIUMA;6809413;CONSULTORIO DE CARDIOLOGIA JULIANO ZANETTE BORTOLOTTO;JULIANO ZANETTE BORTOLOTTO;;;M;RUA VITAL BRASIL;248;CRUZEIRO DO SUL;88811042;-28.66963;-49.36270
420460;SC;CRICIUMA;2647419;UNIDADE BASICA DE SAUDE CRISTO REDENTOR;PREFEITURA MUNCIPAL DE CRICUMA;;82916818000113;M;RUA CECILIA MARIA VIEIRA BATISTA;140;CRISTO REDENTOR;88816236;-28.678;-49.37
420460;SC;CRICIUMA;6507506;SECRETARIA MUNICIPAL DE SAUDE DE CRICIUMA;MUNICIPIO DE CRICIUMA;;82916818000113;M;RUA DOMENICO SONEGO;542;SANTA BARBARA;88804050;-28.68978;-49.38037
420460;SC;CRICIUMA;6707890;URC USG;UNIDADE RADIOLOGICA CRICIUMA LTDA;81317893000286;;M;RUA ANTONIO DE LUCCA;100;CENTRO;88811503;-28.678;-49.37
420460;SC;CRICIUMA;6826601;CONSULTORIO ODONTOLOGICO ALINE CARDOSO ZANELATTO;ALINE CARDOSO ZANELATTO;;;M;RUA CONSELHEIRO HENRIQUE DASSASSO;90;SAO CRISTOVAO;88802490;-28.67800;-49.37000
420460;SC;CRICIUMA;6328385;CONSULTORIO DR MARCELO BEIRAO;MARCELO BEIRAO;;;M;RUA CEL PEDRO BENEDET;190;CENTRO;88801520;-28.678;-49.37
420460;SC;CRICIUMA;6511562;CLINICA DE OLHOS ANTONELLI CONSULTORIO;CLINICA DE OLHOS ANTONELLI LTDA;10365547000144;;M;RUA ANTONIO DE LUCCA;165;PIO CORREA;88811503;-28.67616;-49.36481
420460;SC;CRICIUMA;6445675;MARCOS LONGO PIZZOLATI;MARCOS LONGO PIZZOLATI;;;M;RUA VITAL BRASIL;250;CRUZEIRO DO SUL;88811042;-28.67800;-49.37000
420460;SC;CRICIUMA;6406238;DENISE NUERNBERG;DENISE NUERNBERG;;;M;CEL PEDRO BENEDET;363;CENTRO;88801250;-28.67800;-49.37000
420460;SC;CRICIUMA;6201547;REJANE MARTINS GOES;REJANE MARTINS GOES;;;M;AV GETULIO VARGAS;342;CENTRO;88811500;-28.67800;-49.37000
420460;SC;CRICIUMA;6446744;ADRIANO CARTAXO ESMERALDO;ADRIANO CARTAXO ESMERALDO;;;M;RUA ANTONIO DE LUCCA;100;PIO CORREA;88811503;-28.67616;-49.36481
420460;SC;CRICIUMA;6412726;CONSULTORIO DERMATOLOGIA DRA LILIANE REQUIAO PEREIRA ALTHOFF;LILIANE REQUIAO PEREIRA ALTHOFF;;;M;ANTONIO DE LUCCA;165;PIO CORREA;88811503;-28.678;-49.37
420460;SC;CRICIUMA;6359833;CONSULTORIO DE PSICOLOGIA JEAN MINOTTO BOMBAZAR;JEAN MINOTTO BOMBAZAR ME;12773389000197;;M;RUA CORONEL PEDRO BENEDET;190;CENTRO;88801250;-28.678;-49.37
420460;SC;CRICIUMA;6413323;SOLANGE THEREZINHA BARRETO DE OLIVEIRA;SOLANGE THEREZINHA BARRETO DE OLIVEIRA;;;M;RUA ANTONIO DE LUCCA;100;PIO CORREA;88811503;-28.67800;-49.37000
420460;SC;CRICIUMA;6549845;OXVITTA;ICOHB INSTIT CATARIN OXIGENIOTERAPIA HIPERBARICA S S LTDA;10832365000136;;M;RUA JOAO CECHINEL;352;PIO CORREA;88811450;-28.678;-49.37
420460;SC;CRICIUMA;6560180;LA FEMME FISIOTERAPIA;LA FEMME FISIOTERAPIA LTDA ME;11880462000167;;M;RUA VIDAL RAMOS;184;PIO CORREA;88811525;-28.67800;-49.37000
420460;SC;CRICIUMA;6384692;CLINICA DE FISIOTERAPIA SANTA CLARA;CLINICA DE FISIOTERAPIA SANTA CLARA LTDA;11101831000176;;M;ANTONIO DE LUCA;100;CENTRO;88811503;-28.678;-49.37
420460;SC;CRICIUMA;6237193;CAPS III CRICIUMA;MUNICIPIO DE CRICIUMA;;82916818000113;M;RUA ALMIRANTE BARROSO;947;CENTRO;88802249;-28.68510;-49.36628
420460;SC;CRICIUMA;6782493;CAPS INFANTO JUVENIL CRICIUMA;PREFEITURA MUNICIPAL DE CRICIUMA;;82916818000113;M;RUA MAESTRO JACO;65;MICHEL;88803020;-28.68637;-49.37189
420460;SC;CRICIUMA;6408133;CONSULTORIO DE PSICOLOGIA LUIS CLAITON MEDEIROS EHLERS;LUIS CLAITON MEDEIROS EHLERS;;;M;ANTONIO DE LUCCA;100;PIO CORREA;88811503;-28.678;-49.37
420460;SC;CRICIUMA;6180248;NEURUS PRESTACAO DE SERVICOS MEDICOS LTDA;NEURUS PRESTACAO DE SERVICOS MEDICOS LTDA;07900773000173;;M;RUA ANTONIO DE LUCCA;91;PIO CORREA;88811503;-28.67800;-49.37000
420460;SC;CRICIUMA;6845169;CENTRO CLINICO LUIZ ZANETTE;MARIA DO CARMO BASCHIROTTO;;;M;RUA ANTONIO DE LUCCA;91;CENTRO;88811503;-28.67616;-49.36481
420460;SC;CRICIUMA;6779875;CLINICA DERMATOLOGICA DRA LUDMILA MARIOT;CLINICA DERMATOLOGICA DRA LUDMILA MARIOT LTDA ME;29230096000166;;M;RUA CORONEL PEDRO BENEDET;505;CENTRO;88801250;-28.67491;-49.36521
420460;SC;CRICIUMA;6404774;ALFIO COBUZZO GRANJA;ALFIO COBUZZO GRANJA;;;M;AV GILIO BURIGO;330;JARDIM MARISTELA;88815300;-28.68791;-49.34748
420460;SC;CRICIUMA;6570623;ALINE ROSSO DALTA FERNADES;ALINE ROSSO DALTA FERNADES;;;M;JOSE SALVADOR;430;QUARTA LINHA;88803470;-28.678;-49.37
420460;SC;CRICIUMA;6409075;VALDETE ORIDE MARCELINO BILESIMO;VALDETE ORIDE MARCELINO BILESIMO;;;M;TAV GERMANO MAGRIN;100;CENTRO;88802090;-28.678;-49.37
420460;SC;CRICIUMA;6196527;CLINICA VIVAZ;PAULO JUNIOR ALBERTON MICHELS;;;M;RUA JOAO CECHINEL;440;CENTRO;88811500;-28.67605;-49.36315
420460;SC;CRICIUMA;6004121;CONSULTORIO DR MARCOS PAULO NACIF;CONSULTORIO DR MARCOS PAULO NACIF;;;M;RUA CORONEL PEDRO BENEDET;505;CENTRO;88801250;-28.678;-49.37
420460;SC;CRICIUMA;6355862;CLINICA MEDICA VIDA MAIS SAUDE;CLINICA MEDICA VIDA MAIS SAUDE LTDA;10803699000181;;M;RUA JOAO CECHINEL;31;CENTRO;88811500;-28.67605;-49.36315
420460;SC;CRICIUMA;6154921;CLARICE BENTO VENANCIO;CLARICE BENTO VENANCIO;;;M;RUA HENRIQUE LAGE;1735;SANTA BARBARA;88818070;-28.68117;-49.37975
420460;SC;CRICIUMA;6355455;UNIDADE BASICA DE SAUDE ARGENTINA;MUNICIPIO DE CRICIUMA;;82916818000113;M;TRAVESSA TAQUARI;S/N;ARGENTINA;88813550;-28.678;-49.37
420460;SC;CRICIUMA;6447759;KARIN MARTINS GOMES;CONSULTORIO DE PSICOLOGIA KARIN MARTINS GOMES;;;M;RUA CORONEL PEDRO BENEDET;190;CENTRO;88801250;-28.67800;-49.37000
420460;SC;CRICIUMA;6036880;CONSULTORIO MEDICO DR CELSO LUFCHITZ;CELSO LUFCHITZ;;;M;RUA CORONEL PEDRO BENEDET;505;CENTRO;88801250;-28.67800;-49.37000
420460;SC;CRICIUMA;6180221;LUIZ ANTONIO HELUANY;LUIZ ANTONIO HELUANY;;;M;RUA CEL PEDRO BENEDET;225;CENTRO;88801250;-28.67800;-49.37000
420460;SC;CRICIUMA;6419046;CAROLINA COSTA ROSSO ROCHA;CAROLINA COSTA ROSSO ROCHA;;;M;RUA ANTONIO DE LUCCA;100;CENTRO;88804050;-28.67616;-49.36481
420460;SC;CRICIUMA;2758210;UNIDADE BASICA DE SAUDE SAO DEFENDE;MUNICIPIO DE CRICIUMA;;82916818000113;M;RUA JOA BATISTA CORDEIRO;S/N;SAO DEFENDE;88808073;-28.678;-49.37
420460;SC;CRICIUMA;5963060;GISELE JACINTA RODRIGUES CALEGARI FERNANDES;GISELE JACINTA RODRIGUES CALEGARI FERNANDES;;;M;RUA OLAVO DE ASSIS SARTORI;20;CRUZEIRO DO SUL;88811080;-28.678;-49.37
420460;SC;CRICIUMA;2542757;CENTRO AUDITIVO VIP;CENTRO AUDITIVO VIP LTDA;04102035000192;;M;RUA JOAO ZANETTE SALA 202;90;CENTRO;88801050;-28.678;-49.37
420460;SC;CRICIUMA;2419920;UNIDADE BASICA DE SAUDE DE VERDINHO;PREFEITURA MUNICIPAL DE CRICIUMA;;82916818000113;M;RUA LIBERO JOAO DA SILVA;S/N;VERDINHO;88814540;-28.678;-49.37
420460;SC;CRICIUMA;6725279;CLINICA MICHELS;ALEXANDRO MICHELS SERVICOS MEDICOS LTDA ME;26594849000124;;M;RUA JOAO CECHINEL;71;CENTRO;88811500;-28.67605;-49.36315
420460;SC;CRICIUMA;6024165;CLINICA VIDA E SAUDE;CLEUZA KIYKO HARA;;;M;ANTONIO DE LUCA;100;CENTRO;88811503;-28.678;-49.37
420460;SC;CRICIUMA;2647273;UNIDADE BASICA DE SAUDE LINHA BATISTA;MUNICIPIO DE CRICIUMA;;82916818000113;M;RODOVIA LEONARDO BIALECK;S/N;LINHA BATISTA;88812860;-28.678;-49.37
420460;SC;CRICIUMA;6238831;CONSULTORIO MASTOLOGIA BEATRIZ ALTHOFF ROCHA;BEATRIZ SERAFIM ALTHOFF ROCHA;;;M;RUA ANTONIO DFE LUCCA;100;PIO CORREA;88811503;-28.67800;-49.37000
420460;SC;CRICIUMA;6412289;CONSULTORIO DE PSICOLOGIA JANAINA ROCHA DE OLIVEIRA;JANAINA ROCHA DE OLIVEIRA;;;M;GENERAL OSVALDO PINTO DA VEIGA;868;PROSPERA;88813000;-28.678;-49.37
420460;SC;CRICIUMA;5888115;CLINICA ODONTOLOGICA MARTINS LTDA;CLINICA ODONTOLOGICA MARTINS LTDA;07809344000195;;M;RUA CEL PEDRO BENEDET;505;CENTRO;88801250;-28.678;-49.37
420460;SC;CRICIUMA;6442714;CONSULTORIO MEDICO DR LUIZ VIDAL ALVES DE MIRANDA;LUIZ VIDAL ALVES DE MIRANDA;;;M;RUA VITAL BRASIL;250;CRUZEIRO DO SUL;88811042;-28.67800;-49.37000
420460;SC;CRICIUMA;2647370;UNIDADE BASICA DE SAUDE NOVA ESPERANCA;MUNICIPIO DE CRICIUMA;;82916818000113;M;RUA FAUSTO ANTONIO MARCOS;S/N;NOVA ESPERANCA;88815000;-28.678;-49.37
420460;SC;CRICIUMA;6024025;AMA REC SC;ASSOC DE PAIS E AMIGOS DOS AUTISTAS DA AMREC DE SC;04594820000100;;M;RUA JOAO SPILLERE;232;PINHEIRINHO;88805220;-28.68171;-49.36032
420460;SC;CRICIUMA;6461719;GLADES BOLAM LOCKS;GLADES BOLAM LOCKS;;;M;RUA JOAO PESSOA;45;CENTRO;88801530;-28.67800;-49.37000
420460;SC;CRICIUMA;6626920;FLAVIA COLOMBO GONCALVES;FLAVIA COLOMBO GONCALVES;;;M;RUA CONSTANTE CASAGRANDE;180;COMERCIARIO;88802380;-28.67800;-49.37000
420460;SC;CRICIUMA;5862418;DEBORA AMBONI BORBA CONSULTORIO DE PSICOLOGIA;DEBORA AMBONI BORBA;;;M;RUA LAURO MULLER;904;CRUZEIRO DO SUL;88811030;-28.67800;-49.37000
420460;SC;CRICIUMA;6386237;DR FLAVIO PAULO ALTHOFF DIAGNOSTICO POR IMAGEM LTDA;DR FLAVIO PAULO ALTHOFF DIAGNOSTICO POR IMAGEM;82995705000312;;M;RUA JULIO GAIDZISKI;630;PIO CORRERA;88811000;-28.678;-49.37
420460;SC;CRICIUMA;2647311;UNIDADE BASICA DE SAUDE SANTA LUZIA;PREFEITURA MUNICIPAL DE CRICIUMA;;82916818000113;M;RUA BRAZ CARDOSO FERNANDES;S/N;SANTA LUZIA;88807270;-28.678;-49.37
420460;SC;CRICIUMA;5895405;CONSULTORIO MEDICO ALEXSANDER HELUANY;ALEXSANDER HELUANY;;;M;RUA MARIO DE ANDRADE;106;PIO CORREA;88811201;-28.67800;-49.37000
420460;SC;CRICIUMA;4058771;UNIDADE BASICA DE SAUDE SAO SEBASTIAO;PREFEITURA MUNICIPAL DE CRICUMA;;82916818000113;M;RUA ROSA EPOLINA CANDIDO;S/N;SAO SEBASTIAO;88807143;-28.678;-49.37
420460;SC;CRICIUMA;5959411;PROFISIO;PROFISIO CLINICA DE FISIOTERAPIA E ACOMPANHAMENTO FISICO SS;00695493000121;;M;RUA CORONEL PEDRO BENEDET;505;CENTRO;88801250;-28.67800;-49.37000
420460;SC;CRICIUMA;6452353;DORIS NUERNBERG PHILIPPI;DORIS NUERNBERG PHILIPPI;;;M;RUA ORLANDO ZACCARON;55;CENTRO;88801620;-28.67800;-49.37000
420460;SC;CRICIUMA;6450733;JALILA MUSA RAHMAN;JALILA MUSA RAHMAN;;;M;RUA TENENTE ARI RAUEN;65;CENTRO;88802220;-28.67800;-49.37000
420470;SC;CUNHA PORA;2624818;CLINICA MEDICA OESTE LTDA;CLINICA MEDICA OESTE LTDA;02996507000172;;M;RUA SETE DE SETEMBRO;1060;CENTRO;89890000;-26.89384;-53.17003
420470;SC;CUNHA PORA;2624745;POSTO DE SAUDE SEDE DE CUNHA PORA;PREFEITURA MUNICIPAL DE CUNHA PORA;;83021147000195;M;RUA BENJAMIM CONSTANT;880;CENTRO;89890000;-26.89193;-53.16902
420470;SC;CUNHA PORA;2624788;BREGALDA ODONTOLOGIA LTDA;BREGALDA ODONTOLOGIA LTDA;32174501000261;;M;AVENIDA DO COMERCIO;1290;CENTRO;89890000;-26.89369;-53.17116
420470;SC;CUNHA PORA;2624761;CRISTIANO BECKER FISIOTERAPIA NEUROPEDIATRIA LTDA;CRISTIANO BECKER FISIOTERAPIA NEUROPEDIATRICA LTDA;04949280000130;;M;AVENIDA DO CANAL;130;CENTRO;89890000;-26.89126;-53.17011
420470;SC;CUNHA PORA;6380921;SECRETARIA MUNICIPAL DE SAUDE DE CUNHA PORA;SECRETARIA MUNICIPAL DE SAUDE CUNHA PORA;;83021147000195;M;RUA BENJAMIN CONSTANT;880;CENTRO;89890000;-26.89191;-53.16908
420470;SC;CUNHA PORA;2626667;HOSPITAL CUNHA PORA;FUNDACAO HOSPITALAR E ASSISTENCIAL DE CUNHA PORA;82817172000117;;D;RUA SETE DE SETEMBRO;1041;CENTRO;89890000;-26.89346;-53.17026
420470;SC;CUNHA PORA;2624850;CONSULTORIO DENTARIO ILVANIO BREGALDA;ILVANIO BREGALDA;;;M;RUA MOURA BRASIL;102;CENTRO;89890000;-26.89252;-53.17217
420470;SC;CUNHA PORA;2624826;LABORATORIO FAIMA LTDA CUNHA PORA;LABORATORIO FAIMA LTDA;02195093000182;02195093000344;M;RUA EUCLIDES DA CUNHA;63;CENTRO;89890000;-26.89384;-53.17024
420470;SC;CUNHA PORA;6519989;CLINICA ESPACO VITAL;CLINICA MEDICA CAVALLET LTDA ME;07912794000109;;M;RUA SETE DE SETEMBRO;1079;CENTRO;89890000;-26.89373;-53.17024
420470;SC;CUNHA PORA;6554253;CLINICA SANTA CLARA;SERGIO ISRAEL HERNANDEZ ABREU E CIA LTDA ME;11966925000108;;M;RUA SETE DE SETEMBRO;1041;CENTRO;89890000;-26.89313;-53.17030
420470;SC;CUNHA PORA;6971083;LABORATORIO FAIMA;FAIMA ANALISES CLINICAS LTDA;14439041000193;;M;RUA 7 DE SETEMBRO;240;CENTRO;89890000;-26.89394;-53.17007
420470;SC;CUNHA PORA;2624877;UNIDADE CORPO DE BOMBEIROS DE CUNHA PORA;PREFEITURA MUNICIPAL DE CUNHA PORA;;83021147000195;D;AV DO COMERCIO;1017;CENTRO;89890000;-26.89400;-53.16800
420470;SC;CUNHA PORA;6482759;LABORATORIO CUNHA PORA;LABORATORIO MUNICIPAL DE CUNHA PORA;;83021147000195;D;RUA SETE DE SETEMBRO;1163;CENTRO;89890000;-26.89400;-53.16800
420470;SC;CUNHA PORA;6307833;EDIO MARIO HERBES;EDIO MARIO HERBES;;;M;RUA SETE DE SETEMBRO;1060;CENTRO;89890000;-26.89375;-53.17011
420470;SC;CUNHA PORA;6258492;CLINICA ENERGIA;CLINICA DE FISIOTERAPIA ENERGIA LTDA;10594824000190;;M;AV DO CANAL;130;CENTRO;89890000;-26.89126;-53.17033
420470;SC;CUNHA PORA;6525318;POSTO DE SAUDE JARDIM;PREFEITURA MUNICIPAL DE CUNHA PORA;;83021147000195;M;RUA EUCLIDES DA CUNHA;63;CENTRO;89890000;-26.89306;-53.17067
420475;SC;CUNHATAI;2553287;UNIDADE BASICA DE SAUDE SEDE DE CUNHATAI;MUNICIPIO DE CUNHATAI;;01612116000144;M;RUA JOAO SENENH;187;CENTRO;89886000;-26.97243;-53.09368
420475;SC;CUNHATAI;6473601;SECRETARIA MUNICIPAL DA SAUDE CUNHATAI;SECRETARIA MUNICIPAL DA SAUDE CUNHATAI;;01612116000144;M;RUA 04 DE JULHO;318;CENTRO;89886000;-26.97249;-53.09361
420480;SC;CURITIBANOS;6754481;LABORATORIO DE ANALISES CLINICAS SAO LUCAS S S LTDA;LABORATORIO DE ANALISES CLINICAS SAO LUCAS S S LTDA;13552284000170;;M;RUA CEL VIDAL RAMOS;261;CENTRO;89520000;-27.283;-50.584
420480;SC;CURITIBANOS;5796024;CPC CONSULTORIO;CPC CONSULTORIO DE PSICOLOGIA CURITIBANOS LTDA;09501406000122;;M;RUA ALTINO GONCALVES DE FARIAS;1385;CENTRO;89520000;-27.283;-50.584
420480;SC;CURITIBANOS;6514324;DOURADO OFTALMOLOGIA;DOURADO OFTALMOLOGIA SERVICOS MEDICOS E HOSPITALAR SS LTDA;08490247000145;;M;RUA ALTINO GONCALVES DE FARIAS;1832;CENTRO;89520000;-27.283;-50.584
420480;SC;CURITIBANOS;6577229;MARTHA ELIANE BEPPLER BOCHI;MARTHA ELIANE BEPPLER BOCHI;;;M;RUA CEL HENRIQUE DE ALMEIDA;110;CENTRO;89520000;-27.283;-50.584
420480;SC;CURITIBANOS;5733812;CONSULTORIO DE PSICOLOGIA;CONSULTORIO DE PSICOLOGIA;;;M;RUA CORONEL VIDAL RAMOS;360;CENTRO;89520000;-27.283;-50.584
420480;SC;CURITIBANOS;6476694;CARLOS ALEXANDRE BROERING;CARLOS ALEXANDRE BROERING;;;M;RUA LAGES;242;CENTRO;89520000;-27.283;-50.584
420480;SC;CURITIBANOS;6187617;DRA MONICA LAZZAROTTO;MONICA LAZZAROTTO;;;M;RUA ALTINO GONCALVES DE FARIAS;1832;SAO FRANCISCO;89520000;-27.283;-50.584
420480;SC;CURITIBANOS;5983649;DR FELIPE DE ANANIAS FRAGA;FELIPE DE ANANIAS FRAGA;;;M;RUA ALTINO GONCALVES DE FARIAS;1832;SAO FRANCISCO;89520000;-27.283;-50.584
420480;SC;CURITIBANOS;6708110;JUCOSKIMED;JUCOSKIMED SERVICOS MEDICOS S S LTDA;13177395000144;;M;RUA ALTINO GONCALVES DE FARIAS;1832;CENTRO;89520000;-27.283;-50.584
420480;SC;CURITIBANOS;6976360;ANDREA FOSSATTI AGOSTINI CORREIA;ANDREA FOSSATTI AGOSTINI CORREIA;;;M;RUA LUIS DACOL;S/N;CENTRO;89520000;-27.283;-50.584
420480;SC;CURITIBANOS;5988195;DR JOSE MARCELO RIBEIRO DE CARVALHO;JOSE MARCELO RIBEIRO DE CARVALHO;;;M;RUA CEL VIDAL RAMOS;537;CENTRO;89520000;-27.283;-50.584
420480;SC;CURITIBANOS;5717973;LAURA XAVIER FRANKLIN;LAURA XAVIER FRANKLIN;;;M;RUA CLAUDINO FONTANA;133;CENTRO;89520000;-27.283;-50.584
420480;SC;CURITIBANOS;5985498;DR LUIZ CESAR DIDONE;LUIZ CESAR DIDONE;;;M;RUA MEDEIROS FILHO;17;CENTRO;89520000;-27.28300;-50.58400
420480;SC;CURITIBANOS;5252695;DR HELIO ANJOS ORTIZ JUNIOR;HELIO ANJOS ORTIZ JUNIOR;;;M;RUA ALTINO GONCALVES DE FARIAS;1832;CENTRO;89520000;-27.283;-50.584
420480;SC;CURITIBANOS;5322324;MARCOS ANTONIO MACHADO DE FARIAS;MARCOS ANTONIO MACHADO DE FARIAS;;;M;RUA CORONEL VIDAL RAMOS;925;CENTRO;89520000;-27.283;-50.584
420480;SC;CURITIBANOS;6219667;DRA LUCIANA DA SILVA;CONSULTORIO MEDICO LUCIANA DA SILVA;;;M;RUA ALTINO GONCALVES DE FARIAS;340;CENTRO;89520000;-27.283;-50.584
420240;SC;BLUMENAU;7100620;OTORHINVS;OTORHINVS BLUMENAU EIRELI;14761055000129;;M;DUQUE DE CAXIAS;145;CENTRO;89015010;-26.92344;-49.06052
420420;SC;CHAPECO;7087934;CLINIPOM CLINICA DE SAUDE DOS MILITARES ESTADUAIS;ASSOCIACAO BENEFICIENTE DOS MILITARES ESTADUAIS DE SC;73360539000800;;M;AVENIDA NEREU RAMOS;1857;PASSO DOS FORTES;89801000;-27.08711;-52.61949
421360;SC;PORTO UNIAO;7083114;UNIDADE SANITARIA SAO PEDRO;FUNDO MUNICIPAL DA SAUDE DE PORTO UNIAO;;83102541000158;M;RUA LEOBERTO LEAL;278;SAO PEDRO;89400000;-26.23800;-51.07800
420205;SC;BALNEARIO BARRA DO SUL;5517699;CMC E UNIDADE SAUDE DA FAMILIA CAROLINE PELICK USF 3;CMC E UNIDADE SAUDE DA FAMILIA CAROLINE PELICK USF 3;;95954509000180;M;RUA MANOEL DE SOUZA;S/N;CENTRO;89247000;-26.456;-48.612
420200;SC;BALNEARIO CAMBORIU;2335212;LUCI APARECIDA KRUGER;LUCI APARECIDA KRUGER;;;M;RUA 2400;220;CENTRO;88330414;-26.99100;-48.63500
420200;SC;BALNEARIO CAMBORIU;6753736;TOPCLIN;TOPCLIN ODONTOLOGIA LTDA;09061913000192;;M;RUA 700;705;CENTRO;88330620;-26.99100;-48.63500
420207;SC;BALNEARIO GAIVOTA;6383491;SECRETARIA MUNICIPAL DE SAUDE DO BALNEARIO GAIVOTA;SECRETARIA MUNICIPAL DE SAUDE DO BALNEARIO GAIVOTA;;01511659000175;M;AVENIDA ALVIN MANOEL CARDOSO;688;INTERPRAIAS;88955000;-29.15732;-49.58863
421280;SC;BALNEARIO PICARRAS;7045204;ROBERTO DE ALMEIDA GUEDES;ROBERTO DE ALMEIDA GUEDES;;;M;NEREU RAMOS;469;CENTRO;88380000;-26.76913;-48.67001
420010;SC;ABELARDO LUZ;6474144;UNIDADE DE SAUDE MARLENE AGHETA PICCININ;UNIDADE DE SAUDE MARLENE AGHETA PICCININ;;83009886000161;M;RUA EZIDIO JOAO GUERRA;610;ALVORADA;89830000;-26.56500;-52.32800
420020;SC;AGROLANDIA;6384021;SECRETARIA MUNICIPAL DE SAUDE DE AGROLANDIA;PREFEITURA MUNICIPAL DE AGROLANDIA;;83102582000144;M;RUA NEREU RAMOS;107;CENTRO;88420000;-27.41265;-49.83153
420030;SC;AGRONOMICA;2674750;UNIDADE SANITARIA RONALDO JAHN;PREFEITURA MUNICIPAL DE AGRONOMICA;;83102590000190;M;RUA XV DE NOVEMBRO;405;CENTRO;89188000;-27.265;-49.711
420030;SC;AGRONOMICA;2377497;UNIDADE BASICA DE SAUDE AGRONOMICA;PREFEITURA MUNICIPAL DE AGRONOMICA;;83102590000190;M;RUA XV DE NOVEMBRO;420;CENTRO;89188000;-27.265;-49.711
420030;SC;AGRONOMICA;2598809;CONSULTORIO ODONTOLOGICO DRA DARCLE;DARCLE CARDOSO;;;M;RUA XV DE NOVEMBRO;174;CENTRO;89188000;-27.265;-49.711
420050;SC;AGUAS DE CHAPECO;6553397;LILIAN RAUBER;LILIAN RAUBER;;;M;AVENIDA JOINVILLE;387;CENTRO;89883000;-27.07000;-52.98700
420050;SC;AGUAS DE CHAPECO;2537966;UNIDADE BASICA DE SAUDE DE AGUAS DE CHAPECO;PREFEITURA MUNICIPAL DE AGUAS DE CHAPECO;;82804212000196;M;AV JOINVILLE;447;CENTRO;89883000;-27.07248;-52.98835
420050;SC;AGUAS DE CHAPECO;2553082;UNIDADE DE LINHA MAIDANA;PREFEITURA MUNICIPAL DE AGUAS DE CHAPECO;;82804212000196;M;RUA PRINCIPAL;S/N;INTERIOR;89883000;-27.06760;-52.98628
420060;SC;AGUAS MORNAS;6388493;SECRETARIA MUNICIPAL DE SAUDE DE AGUAS MORNAS;PREFEITURA MUNICIPAL DE AGUAS MORNAS;;82892266000150;M;RUA JOAO PEREIRA DAVILA;91;CENTRO;88150000;-27.69963;-48.81770
420070;SC;ALFREDO WAGNER;2778874;LABORATORIO CLINICO BIOPLANALISE;LABORATORIO CLINICO BIOPLANALISE LTDA EPP;05164985000295;;M;RUA HERCILIO LUZ;68;CENTRO;88450000;-27.70000;-49.33400
420075;SC;ALTO BELA VISTA;2436515;UNIDADE SANITARIA DE ALTO BELA VISTA;PREFEITURA MUNICIPAL DE ALTO BELA VISTA;;01614374000160;M;RUA CARLOS ALBERTO TESSMANN;38;CENTRO;89730000;-27.45800;-51.87900
420090;SC;ANGELINA;2550806;UNIDADE SANITARIA DO GARCIA;FUNDO MUNICIPAL DE SAUDE DE ANGELINA;;82951195000110;M;ESTRADA GERAL DO GARCIA;001;GARCIA;88460000;-27.569;-48.985
420100;SC;ANITA GARIBALDI;6274226;ALESSANDRO MARTINS BORGES;ALESSANDRO MARTINS BORGES;;;M;AVENIDA IDALINO FERNANDES SOBRINHO;19;COPERCAMPOS;88590000;-27.68900;-51.13000
420100;SC;ANITA GARIBALDI;6910645;VANESSA CAMPOS TELES;VANESSA CAMPOS TELES;;;M;RUA PE REMIGIO DELLA VECHIA;S/N;CENTRO;88590000;-27.68900;-51.13000
